Text,Category
"de a verga loco y más hecho verga es leerlo x tw , saludos desde mex
",0
"por otro lado fui a todas todas mis clases de cirugía y ya me cargo la chingada
",0
"las buenas noches se dan, no se arruinan, hijo de tu puta madre.
",1
"maduro haciendo gemir de placer a su cachorrito putito. link para ver completo
",0
"aparte de mi madre y hermana tu @usuario tu eres la tercera mujer mas hermosa que he conocido 😊❤.
",0
"hasta cuando este orgullo me deténdra a decirte, que ¡chingues a tu madre!
",1
"no ma ya estoy bien gorda que agüitee :((
",0
"ahora ya me puedes mandar a la chingada mas bonito y mejor. #280characters
",0
" @usuario no mames, ese episodio es una cosa muy cabrona. es como el midseason de facto
",0
"cuando va a ser el día que encuentre a alguien en quien pueda  confiar posts la re puta madre?
",0
"soy de esos caballeros que, antes de meter la verga, dan caricias con el glande cuál pincel deslizándose sobre un lienzo con…
",0
"como pidiendo dinero los millones de la selección, cuanto dejaron pasar millones de dólares solo por veneficiar a televisa..uuuu putos.
",1
"@usuario mañana les pasó una de aquí de cd juárez de unos estudiantes de universidad y bachilleres hijos de su puta madre flojos
",1
"jajaja esque sabes que es la verdad. pero si, la gente está loca. menos tú. bueno si estás medio loca peor te entiendo.
",0
"@usuario estaba con madre en telehit
",0
"de los errores se aprende bien cabrón...
",0
"#losricossepierdende mi presencia los putos, siempre hago  puras pendejadas!
",1
"me siento culpable porque supere bien rápido por el wey que me mandó a la verga hace como una semana.
",0
"putos hondurangutanes cortaron el himno mexicano!!!
",1
"compramos la coca para el medio fernet que había quedado en la heladera y el hdp de luis se lo llevo primero!! manijaa donde??
",1
"el papa francisco proclamó santa a la madre teresa de calcuta #redmx 21:45  @usuario
",0
"vaya que lista eres, mejor ponte a dieta y luego vos me vienes a criticar gorda asquerosa 😊
",1
"¿real vienes con crop top a la escuela? si no te corren por joto te corren por atreverte a usar uno con este frío.
",0
"putos vaqueros, crei en ustedes y me salen con esas mamadas.
",1
"creo seriamente que se ven bien pendejos justin y selena gomez , no mamar neta
",1
"me encanta la gente que en lugar de pensar que estoy loca, me siguen la corriente en mis tonterías. 😅
",0
"😱😱😱😱😱😱😱 jajajajaja creo que ya es viejo y yo mamando 🤣👍🤪
",0
"que putita se f tu esposa para darle una rica cogida y dejarle toda la leche por todos lados y mas en esa vagina jugosa
",1
"el día que te vuelva a ver y no se me pare, preocupate. porque ya valió verga.
",0
"ah pero no fuera otro resultado porque andas de puto marica llorando.
",0
"hoy mi outfit fue de licenciado/ papá... padre que no vale verga y licenciado sin trabajo.
",0
"eduardo yáñez golpea a reportero | ventaneando mira el maricon de eduardo
",1
"la neta el coral blanco y el hola pinche putita cachonda han sido lo mejor que le ha pasado a méxico en este 2017.
",0
"a parte los gringos nos metieron al mundial pasado, que putos mal agradecidos somos jajaja
",0
"verga, ahora las botellas de cumpleañero te las regalan desde los martes... ya mega mamó mi riñon, amigxs.
",0
"son unos putos ratoneros...  más pinches niñas que nada.
",1
"cosas que me valen verga: - su edad - su número de tatuajes - su número de piercings - su número de mascotas
",0
"amigos cáiganle . por nuestro compañero en nuestra comunidad gay
",0
"nomás falta que salga una vieja ridícula, gorda, encuerada, agarrando a su bendición con una mano y en la otra una cámara. 🙄
",1
"quería abrir el grupo de facebook de mi grupo y solo se cargo la página de mis fotos, ejto ej un complo.
",0
"que si me gusto? me encanto marica quede loca siempre rifando cada vez más mi amor.😂😍
",0
"extraño tanto a mi madre😞
",0
"me pregunto donde chucha esta el supertanker   de la loca @usuario apagando estos incendios
",0
"polanco debería tener un horario para que las feas circularan por sus calles. algo así como la tarjeta de ecobici.
",1
"si, pero en un universo paralelo. en este no!!! aquí se lo cargó la chingada y todo por pendejo. él solito se empinó
",1
"pinche #tritdn tan pendejo!!!! ya sabian que estos putos son mañosos!! y no aprenden!!!! pendejos!!! así otros 2 si no mejoran!!
",1
"de haber sabido que van a poner sus mamadas del ""horario de verano"" ni putas madres que nazco........ neta ya que sea 28... lo odio
",0
"¡¡ pinche actor fracasado !! ¡¡ ni golpear sabe el maricón !!, y golpea dando cachetadas como vieja.
",1
"@usuario una bomba tendrían que haber metido hoy ahí. ladrones hdp
",1
"ya a la chingada putos hondureños no van a durar ni dos putos partidos en el mundial van a ver #pedarumboarusia
",1
"hoy aprendi una frase:  ""hasta las putas entre los amigos se respetan"" 👏👏.  #amistadconservada
",0
"#miladoperversodice quiero verga de #puebla #felizlunes @usuario @usuario @usuario @travestisexico
",0
"@usuario es que bueno, yo pongo cosas tontas aquí, muchas son como sarcasmo, otras tonterías. nada es verdad.
",0
"estas para embarrarte mi verga es esa carita de puta y vaciarme en tu cara mientras te aprieto los pezones y te nalgeo
",1
"no #putos, si #putoooos #corruptooos! #fuerzamexico #19s #terremoto #haarp @usuario @usuario
",1
"@usuario pues tu con tu piel tersa y tu cara bonita no ocupas amiwa, pero nosotras las feas si ocupamos jaja
",0
"jajajajaja goey nunca me han pegado 🖕🏿😂. ahora sí te la mamaste valele 😂  a donde sea pero vamossss
",0
"una babosa dice que estoy obsesionada con mi ex que es su ex y ella no deja de mandarme mensajes e imagenes de luchona ...patetica!!!!
",1
"aunque las digo lo suficientemente frecuente como para tener que moderarme enfrente de mi madre o mi abuela.
",0
"@usuario ya nadie usa esa madre más que los adolescentes #tenemospericos
",0
"nada! que por ser joto piensan que soy la gracia de la noche. 😒
",0
"carl es uno de mis favoritos pero ese actor esta pareciendo marica
",1
"está cagado que ayer no tomé alcohol y amanecí bien crudo alv.
",0
"ya valió verga se va a volver a inundar la cuidad horrible.
",0
"este chavo que está cortándose el cabello me hace ojitos! y yo tan joto que no le hago caso 🤦🏾‍♂️
",0
"hombres, primero aprendan a coger y hacerlas terminar y luego están de ardidos diciéndoles ""putas"" por que los mandaron a la chingada.
",0
"me dan asco los hombres peludos me dijo hoy una tipa gorda, fea, naca y de dientes chuecos. obviamente no le respondí nada.
",1
"¿qué verga es eso de la isla? puro pendejo es fan de semejantes mamadas, lo bueno que después empieza el fútbol #sarcasmo
",1
" @usuario @usuario @usuario jajajaja que cabron. crack
",0
"@usuario es una lastima, algunas mujeres no nos gusta maquillarnos y ello no implica que seamos tontas.
",0
"puse a bajar un juego hace cinco horas y el puto xbox decidió baja primero las actualizaciones de todos los demás!!!
",0
"cuando el transporte público está lleno hasta la verga y aún así encuentro lugar para sentarme 💁🏼👑
",0
"jajaja tanta mierda a las mujeres no es normal, creo que eres un marica y está bien, respeto tus decisiones.
",1
"mucho qrobus, mucho crecimiento y desarrollo  pero querétaro no puede tener un puto oxxo 24hrs😠
",0
"deseosa de cabalgar tu verga #lunesdeganarseguidores
",0
"le va a partir la madre a nintendo ahora si agárrate switch :v
",0
"me siento luchona porque hoy fui a clases, al museo, al trabajo e hice mi tarea. google i'm feeling lucky.
",0
"ojalá a mi me estuviera llevando la verga... dentro de su auto, mientras llueve! ☝
",0
" @usuario @usuario @usuario @usuario despechada y ardida, pero deseando volver a los brazos del que la mando a la chingada... como muchas historias de la vida real.
",0
"imaginen un mundo en el que no pudiéramos mandar a la verga a nadie. está de la verga eso.
",0
"ni con la barbacoa se me bajo la peda, puto berdura y sus putos shots de jagger.  😭
",0
"p*ta madre, olvidé el rivotril
",0
"#nuncafaltaelque llega tarde 😎🙌🏻 y le vale madre como quiera.
",0
"con dinero no se enamoran las mujeres, con dinero se enamora las putas. 
",0
"me cagan los putos taxistas que no respetan los carriles!! 😡😡😡
",1
"saludos a la gorda y a tu mamá. 😂😂😂
",1
"¿qué verga les pasa? ¿son recién egresados o qué pedo? ¿ven chela gratis y van de hambriados? pinches alcohólicos arruinaron el alcohol.
",0
"les gusta mi putita??? inicio semana de zorrita, 50 rt y muestro la tanga negra empinada. @usuario @usuario @caza_c…
",0
"para que putas  me dices que te mandé whats si me vas a dejar en visto 😤
",0
"ya me tienen hasta la putisima madre con lo del congreso de medicina espacial alv putos pendejos como si nunca hubieran ido a puebla
",1
"jajajajajaja yaaaaaa los necesito en vivo y con nueva música que no esté marica :3
",0
"verte y sentirte bien contigo es realmente delicioso 🌸 #gay
",0
"hicimos bien , ya era hora de que abrieran los putos ojos de como es este señoh
",0
"@usuario pobre jota liosa @usuario inventada y ardida jajaja #ardidalajotillaliosa
",1
"donde quieras putito, a la hora que quieras, te da culo, a la oficina que vayas , la mía está en satélite, mi querido chavo ruco
",1
"jajajaja! timbiriche saca mi parte loca! lo tenía bien escondidito... jajaja! wow 10 años!!…
",0
"que hermoso país que es cuba, su cultura, sus paisajes. me vuelvo loca.
",0
"yo podré hacer mi vida miserable pero en el momento que mis amigos de la prepa se metan drogas yo misma les parto su madre. :)))
",0
"si una vez dije que te amaba hoy lo sostengo, y alentarte con esta gente y con esta hinchada que está re loca! #chivas
",0
"jajajaja ""estamos"" dice la que paga el sueldo, o revisa logística.... no mamar
",0
"@usuario produciendo intereses para algún político hdp, en algún paraíso fiscal
",1
"sé la da de super cogedor pero la neta está bien culero y no tiene gran verga aunque se disfruta que no
",1
"no se me antojan mucho las películas de ""dibujitos"" y ustedes mamando la de coco. luego porque no me dan ganas de verlas.
",0
"el alcalde de palma de mallorca: “¡estoy de españa hasta los putos cojones!”
",0
"ben por favor , me siento extra marica por este tipo  de comentarios...ay gracias wey&lt;/3.
",0
"no hay palabras, esto es no tener madre.
",0
"pagas el internet para que veas porno, no para que andes de marica esperando un mensaje que no llegará, eres una vergüenza. ""i told my self""
",0
"¿se puede ser antisocial y de autoestima baja, y aún así pensar que eres una verga?
",0
"todos hablan de los cerdos que comen huevo con catsup, pero nadie menciona a los putos asquerosos que le echan valentina a su sincronizada
",0
"no se que me amarga más la existencia, si el tráfico hdp o los motoristas que aparecen de la nada
",0
"lo que sea de cada quién tengo un culo super lindo ... #sexy #gay #gaysnapchat #pasivo #bottom #sensual #hot #horny
",0
"llevo tres putos días sin dormir bien y mañana me toca guardia en periciales 😭😭
",0
"cállate don mentiroso , no me contestaste maricon , donde dije que era mi trasero? pseudo chairo llorón , falto de atención
",1
"que se cancelan dije me vale verga si no nacen más pinchis bebés igual ya hay mucha gente
",1
"la verdad es que sí está culero decir 'verga' cuando podríamos estar diciendo 'cabezadehaba'.
",0
"me dijo:no me estoy yendo, solo soy un fantasma de todo lo que nunca tendrás.maldita zorra.maldita zorra loca estaba loca,joder,lo estaba.👇🏼
",0
"aaaaaah no si esta de la verga que llueva todo el día.
",0
"yo también we, pero me aburro de estar solo, quiero cagar palo xd no we, ya me fui a la verga a cenar
",0
"hola a todos buenos días aquí sabor de semen (mi pene tiene muchas leche) alguien quieres mamar chupar mi 🍆🍆🍆🍆🍆🍌🍌🍌🍌🍌 saludos
",0
"se armó la gorda en fútbol picante
",0
" @usuario hijo de terrorista y asaltante de bancos.  cafiolo e hdp!!!
",1
"esas personas que le dijeron cosas feas a wonho ya tienen ganado su lugar en el infierno.
",0
"me cagan las semanas de exámenes porque me hacen sentir como la niña más tonta del 🌎
",0
"según yo, eso de llenar un tinaco de agua loca lo hacían en minas desde hace ya varios años. no sé porqué ahora les sorprenda tanto.
",0
"le exigen a trump lo que el hijo de su puta madre de peña nieto debería dar
",1
"no soy perra ni gata, soy diva y eso te mata - tony #nadapersonal (jajaja! lo amo!😂)
",0
"la gente delgada que dice que está gorda...
",0
"que no se pierda la bonita costumbre de mandar a chingar a su madre a quien se lo merece 🙂✨
",0
"otra vez con tus mamsdas linea 1 #l1 san lazaro de la verga no mandan trenes
",0
"y regalándonos mil besos en cada rincón te quiero así, tal como eres para mí uhhhhh uhhhhhh me mama ser gorda solterona enamorada del amor
",0
"pinche hipócrita bien que te gusta la chiluda hijo de tu puta madre desviado maricón @usuario
",1
"mejor puto disfraz de la noche!!!! 👊👊👊por tercer año consecutivo morros
",0
"estoy llorando ahora mismo. te extraño mucho, putita :(
",0
"ah cabron soñé que la ex de mi vato quería pelear conmigo porque le robe un cerillo según ella, le dije que no y la terapie y me beso. d:
",0
"hay una tipa en mi grupo de skul q para trabaje en team se hace la pendeja no mas y luego ella no se de dnd saca proyectos y me caga
",1
"yo me pongo a tus órdenes con mi culo bien caliente para disfrutar de tu rica y babienta verga papasito
",0
" @usuario jajajajajajaja me ataque de risa, por una página de diseño web jaja esta muy cabrona <url>  y esta 
",0
"se llega a una edad en la que ya no se puede salir con gente tonta sin importar lo buenas o guapas que sean.
",0
"me cagan la pinche gente pendeja que no sabe utilizar un carril de aceleración.!! -.-""
",1
"pero si ya lo tenemos,es un puto maricon el pendejo que nos gobierna!!!!!!
",1
"y no me importa lo que digan esos putos periodistas la puta que los parió 🎶🎶🎶🎶 también es para vos...
",1
"al rato lo único que haré es dormirrrr, y recuperarme de todos los putos desvelos
",0
"esta sociedad sigue enseñando a las mujeres a cuidarse para no ser violadas, en vez de enseñar a los hombres a no violar #maracastilla
",0
"esta noche no quería una mascarilla, pero cómo decirle que no a mi madre. 😂❤
",0
"la nota del tinaco con agua loca me recuerda a la insultante sandía que hacían mis amiguitos y  llenaban de alcohol xd
",0
"te silencie porque la parte que más me gusta de tu fue la que me mandó a la verga.
",0
"ocupo una verga grande gruesa y venosa cabezona para chupar y sentarme en ella...ahora mismo!
",0
"a mi me gusta la pucha pero no de joto, se agradece el detalle un abrazo 🤗
",0
"conozco perras que no ladran y putas que no cobran.
",0
" @usuario @usuario la misoginia también la padecen algunas mujeres. ojalá lo superes has de ser una mocha tonta ignorante y retrógrada.
",1
"ese vato que sale en el nuevo video de mgmt es connan mockasin o estoy loca 🤔
",0
"ese momento... en el que ya se lo cargo la santísima verga.
",0
"no tienes jeje, seguro ni te conoce y anda mamando webo ajeno
",0
"qué oso salir con sangre gorda
",0
"jajajaja putos hondureños no mamen. es de risa esto, tercermundistas del fútbol.
",1
"¿alguien más está hasta la madre de jesse &amp; joy? ¡está en todas putas partes!
",0
"jajaja no manches !! me dio el susto de mi vida !! seguro todos en pabellón pensaron que estaba loca 😂😂😂
",0
"en serio este video se merece rts de madre #polloalatomo #elfuegonosune que chingoneria.
",0
"mija: ni larga que tope... ni gorda que tape.. sino dura que dure
",0
"vuelo #54.😱🙄 marica a mi apenas y me dejan salir a la esquina de mi casa,que triste no?.😂💔
",0
"apoco, ¿en qué momentollamo piruja o golfa a alguien? 🤔
",0
"desde el jueves no veía a kiara y hoy que la vi ya la veo más grande y gorda😭
",0
" cuando en el evento 40 empezaste a cantar yo grite loca y dije como ""no wey esa es la nueva canción y me puse a llorar""!😂😍💓
",0
"hice ejercicio súper temprano, no desayuné y adivinen quién estuvo a punto de valer verga en el metro.
",0
"en este halloween me voy a disfrazar de plátano  por qué efectivamente todos me la pelan.😎
",0
"me encanta cuando se sorprende y habre esos putos ojotes, se ve estupidamente sexi 💛 ¡siempleme me encanta!
",0
"es cierto a la verga lo q no sirve ,menos aficion violenta ,menos narcos menos putas ,ah no esas si dejenlas
",1
"súbale más a sus bocinas para ver si asi se le revientan ala verga y ya no pueda poner su mugreo viejo pendejo
",1
"se me ocurrió una idea muy loca! la neta no se si se haga realidad pero bueh!
",0
"sabes que vales verga en la vida, cuando solo tienes 6 aciertos de 43. ❌☹️
",0
"mi escuela a veces tiene reglas tan tontas que me sorprende que sigan teniendo alumnos :(
",0
"ni madres yo solo lo sigo para contar las caguamas que se chinga diario!
",0
"méxico país lleno de gente luchona, que lo da todo, por mujeres que pelean contra el #cáncerdemama y no se rinden, por eso y mas #vivaméxico
",0
"pinche vieja loca, ahora quiere que a huevo la declaren hija sin serlo.
",1
"quién es esa loca que va bailando como loca en el tráfico?  🌟
",0
"amar la frase ""que chingue a su madre el américa""
",0
" @usuario @usuario @usuario todos mentando madres y no saben que significa cada puto artículo. ¿ya ven porqué siempre les ven la cara de pendejos? 😏
",0
"cuando saben que soy puto pero me siguen chingando con la novia.
",0
"jajajaja esa sandra sí que esta loca , pero así la quiero
",0
"en realidad es porque tu actual no está loca ni quiere madrearme por tenerte en alguna red social.
",0
"@usuario de la verch, ya no compres maruchan estaban feas!!!!!!!
",0
"es bien cagado como los únicos tuits de gloso, son de metiche en otros tuits
",0
"mi gastro dice que ya estoy súper curada y que me la pela todo lo que quiera tragar puedo iniciar mi proceso de llegar a puerco cuanto antes
",0
"tú crees que estoy loca, pues sí, estoy loca de amor 😂
",0
"vete muchísimo a la verga, hijo de tu perra bomba madre
",1
"mi mamá dijo que ya empezaba a hacer frío y le dije “winter is coming” y nada más me juzgó de loca mientras yo me reía 🤷🏽‍♀️
",0
"bájenle tantito a su hipocresía,hoy sí muy solidarias entre nosotras mismas,pero se siguen diciendo zorras,gordas,feas entre ellas mismas.
",0
"a mi hermano no le dice nada cuando reprueba todaas las putas materias y a mi me la caga por nada
",0
"@usuario chinga tu madre ratero de mierda. eres un vulgar populista retrógrado
",1
"a quien se lo esta llevando la chingada la uni? sip, a todos menos a mi putas
",1
"ya ven putos tarde o temprano caerían en mis manos!
",1
"hay que matar a los leones para que no convenzan a los demás y vivan su vida sin que se la pasen mamando con que son gays.
",1
"que estúpido es el orgullo en el ser humano, sobretodo en hombres, parecen putas indignadas de burdel..
",1
"sabes que me gusta""mirar te cuando te estoy mamando.me excita mucho.
",0
"de a dedazo, es para q aprenda en pendejo gachupín de mierda el tal videgaray, hdp
",1
"me fascina tu ternura y me vuelve loca tu calentura. 😍😏
",0
"uuuugh me estoy haciendo súper tonta en estooooo
",0
" @usuario diputado de mierd@ que esperas para presentar tu renuncia hdp. ese raspón en la rodilla no es nada comparado a lo que te espera
",1
"somos bien hdp con ella, la verdad. a veces hasta me siento mal de ser así, pero todos dicen que se lo gana. 😂😌
",0
"que no se pierda la bonita costumbre de sacarse la verga en el autobus 😝🍆
",0
"¿de verdad quieres que yo sea tu problema? ¿no te parezco demasiado gorda para problema, y aparte demasiado flaca para solución?
",0
"acosaron a la amiga de mi novio en el camión 😤 que vayan a acosar a sus putas madres hijos de la chingada.
",1
"@usuario vos cholero de mierda, llegaste a guatemala para hacerte rico siendo diputado hdp. en chicago limpiabas la nieve de las casas
",1
"en serio me siento de la súper chingada. putos vecinos.
",1
"@usuario es que está cañon con deadlines tan feas y salarios que parecen de méxico
",0
"puto celular de mierda esta mas lento que el camote..
",0
"no compren catrinas hechas en china q venden en tiendas departamentales están feas, las nuestras son originales y bellas #vivamexico
",0
"amiga, si conmigo duró 6 putos años y me engañó contigo, ¿porqué crees que será distinto contigo?
",0
"más verga para lulú. ¡gracias a los que acudieron al llamado!
",0
"hoy rakitić y suárez retoman el nivel y a mamar todos.
",0
"solo te diré una cosa me das asco pinche joto !!! 😜
",1
"ahora sí sentí que valía verga y nos asaltaban, necesito diez bolillos ""para el susto"".
",0
" ""quien sepa 50 cosas de mi le pagó una peda"" que pinche weba mejor me la pago yo y tu y tus juegos váyanse a la verga
",0
"pinches putos! no quieren que entreguen los recursos para los damnificados! #sueltalalana @usuario
",1
"no puedo creer que este en la semana del prope y ya me hayan dejado como 20 tareas, una maqueta y taaaanta madre. no me quiero imaginar.🙅🏻🙄
",0
"@usuario ¿cuenta el puerco que cazamos cuando tenía 10 años? no era mamut pero estaba inmenso el hdp, hubo persecución y sangre.
",0
"2017 casi 2018 y me siguen mamando con los chistes de: jaja va a llover? xd xd
",0
" @usuario hoy quedan fuera putos argentinos, claro si esque no les ayuda el árbitro como siempre, partidos localistas y bien descarados!!! a la verga
",1
"si te vas a ir a la verga de mi lado déjame igual de feliz a como estaba, yo me entregué en excelentes condiciones, pendeja,
",1
"consejo del día: se feliz! eso atrae miradas y vuelve loca a la gente. 😉 buen dia!: me siento bendecido
",0
"ya dejen de estar mamando con ese meme emocionalmente.
",0
"estoy segura de que ésta fue la razón por la que quede pendeja y eso que no se le arruga la nariz me cagas yo. <url>
",0
"un vídeo para todos mis seguidores! gracias por seguirme putos! 😈🔥
",0
"1.-el standard de belleza dice que los hombres preferimos una modelo de victoria secrets sobre una gorda.
",0
"de las tres hijas yo soy la gorda.😢
",0
"aberrr hijo de tu puta madre, no me ignores
",1
"putear hoy no es el problema, hoy me la pelan las responsabilidades; mañana es cuando van a doler.
",0
"esa cara de sufrimiento no es nada si la comparamos con el placer que está sintiendo por tener esa verga dentro.
",0
"estoy enojadísimo quién putas pone clases los sábados me quiero cortar los huevos alv son idiotas o qué
",1
"o a menos que pierdas sus tupper! ahí sí ya te cargó la chingada! 😂
",0
"desarmados 2 iphones 5s, no soy técnico de celulares pero me la pelan
",0
"me acorde de cuando me internaron y que diego le enseño a mi mama todas las fotos feas que le mando 😂😂ya son bien befis ellos
",0
"no lo puedo creer @usuario su menu es una mierda llevo 8 llamadas, un menu me lleva a otro menu, ¿como putas hablar con un asesor?
",1
"estoy que me lleva la verga. neta. y te juro que tenía un presentimiento de no venir. chinga.
",0
"que puto asquito que te gusten las inventadas de maluma o alejandro fernandez
",0
"@usuario @usuario ya empezó y #ylasupermana  comiendo camote 😆
",0
"ya acabé de mamar con el nuevo límite de caracteres. gracias por su paciencia.
",0
"soy partidario de buscar una mejor redacción con tal de usar el más hermoso y completo ""a la verga"".
",0
"o sea, ¿el modelito económico depredador y corrupto no tiene culpa alguna? no mamar. #decalaveritatevoyadar 
",0
"ya no entendí nada, quede loca con la revelación del final. #ahscult
",0
"eso me pasa por gorda. 🐷🐽
",0
"como yo sé que les encantan éstos videos, les comparto otro mío recibiendo una rica #mamada en el #metro rt
",0
"a mi novio ya no le sorprende cuando de repente me escucha hablar sola 😂😂😂 #meama #loca #esoesamor
",0
"sueño con el día en que… ¡ah, no mames! ¡verga! ¡verga! ¡es hoy!
",0
"voy a empezar a programar los putos taxis con una semana de anticipación para ver si así y solo así se dignan a llegar.
",0
"gracias chiquita te quiero machín ary y no soy joto
",0
" ""y el que sea tan liberal me tiene con cierto recelo"" eso me pudo de mil putas manera hahahahahahahaha.
",0
"jamás te vayas a dormir triste o enojado, duerme con una sonrisa y ten en mente esto: “valió madre este día, pero mañana será diferente”.
",0
"pienso en todo y eso es algo bueno pero también malo.. deduzco las cosas demasiado rápido y cualquiera pensaría que estoy loca 🤷🏻‍♀️
",0
"@usuario @usuario que rico mamas el camote tieso, baboso y preñador, puta panochona. toma tus mequitos bb
",0
"¿te pones shorts en la playa porque estás gorda? ¿o sólo porque eres naca? 🤔
",0
"necesito la madre que trae esa chava en la espalda 😍..
",0
" @usuario carnalito pos q piensa q naciste en su puto rancho eres de leon y leon es tuyito...
",0
"@usuario @usuario el video es tomado en la calle principal: santa madre de dios y abarca el tramo señalado
",0
" @usuario cuando me hasen eso siento que me voy al cielo nada más hora melo hisieron pero tuve que mamar pucha a otra mujer
",0
"mis manos sudaban al entrar al auditorio y we las limpiaba como loca. monsta x comeback in november
",0
"y a la gente de chivas que putas le importa lo que haga la selección de chile!???
",0
"@usuario eso es en colombia, huevon hdp.
",1
"este hdp sólo lee notas y no hace nada original. gracias por ser un pendejo que roba espacio en @usuario así era el elogio @usuario ?
",1
"mujeres todavía llamando zorras/putas a otras mujeres, aprendamos de nuestros errores
",0
"felicidades putas ratas priistas por fin lograron un primer lugar en algo aunque sea en lo peor ladrones
",1
"la gata me rompio la taza del grim que me compre en la magic meeting, no se si matarla o llorar 😣😣😣😣
",0
"estoy llorando bien cabrón. neta, que pinche corazón tan más hermoso. nomás veo la foto y vuelvo a llorar. <url>
",0
"a 20 años de la muerte de la madre teresa de calcuta
",0
"en esta imagen podemos apreciar la cantidad de hectáreas de verga que me vale que juegue mi selección nacional hoy:
",0
"debo borrar mi historial en google y todas las preguntas que he hecho sobre las putas antes de que llegué mi novia.
",0
"@usuario yo quiero ese camote para gratinarlo con leche 😈😈😈😈
",0
"jajajajaja a los pandejos que apoyaban a @usuario les dolió ver que es una vulgar ambiciosa y se les fue el internet 😂😂😂😂 putos.
",1
"tienen el infierno ganado esos malditos camioneros que traen sus pinches alarmas estridentes parecidas a la alerta sísmica.putos sustos! 😲
",1
"me está llegando la inspiración puberta-hater-lover-basic-hipster-ardida-fría 2012 style.
",0
"cuando te dejan por una luchona (😂😂) te das cuenta de que las expectativas de esa persona no eran ni por cerca de ser altas.
",0
"por qué ser gay cuando puedes ser bi ;;;;;);););););));
",0
"con la familia. a atascarme como la gorda que soy.
",0
"lo que odio de los días festivos es que trago como cerda y todo el día me siento gorda.
",0
"ha sabido liderar a un gpo que a pesar de las cosas feas, lo ha manejado muy bien y sigue siendo  un muy buen lider  #suhothebestleader
",0
"@usuario @usuario @usuario no soy ardida,porque no soy fan de la tipa pero alguna vez fue su fan que horror que hable de ella ahorita.
",0
"indicadores macroeconómicos, probabilidad y costos en verdad me van a volver loca.🙃
",0
"y algo en ti que me arrebata bata baby!! tu me tienes loca loca! tu me encantas y se notaa y si tu y yo ya estamos aqui!!..
",0
"mientras hago threads, o recibo dm's o me los citan acusándome de un millón de cosas muy tontas, no les hago caso pero acaba de llegarme +
",0
"@usuario o tal vez no lo quieren como la mayoría de los mexicanos por puto populista quizá???
",1
"qué buen ejemplo. esa madre sí fue un festival de mierda 😭
",0
"no anden con chavos guapos pero  huecos por presumirlos, se ven turbo tontas
",0
"@usuario @usuario si miren el punto es que las dos eran feas y no tienen belleza natural como yo 😌
",1
"encontré conversaciones de cuando me mandaron a la friendzone😂
",0
"tengo artistas y bandas favoritas, pero antes de todos ellos, está ben howard, no hay quién le llegue ni a los putos talones, es otro pedo.
",0
"#buenosdías!! que te la pases genial! y un #díafriendly!! 😘 #boys #gayfriendly #divercitymx
",0
"putas gasolineras están todas pendejas por esta zona 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 
",0
"@usuario a la verja me vale verja perro :v  jálate hijo de tu puta verga a la verga!!! vergazos conmigo a la verga!!!
",1
"🤣😂🤣😂🤣😂 tu que putas hablas de #futbol 🤣😂🤣😂🤣😂🤣 cállate basquetbolero!!!
",1
"verga güey, tienes razón. está de la verga decir ""verga"", pero estás más de la verga tú.
",0
"aunque seas bien maricon y no respondas... recuerdalo tooooodaqa tu vida.... no son nada sin santand…
",1
"aprendan a escribir, chingada verga madre.
",0
" @usuario claro desde putos narcopolíticos ignorantes para empezar los mas ratas y chairos es lo primero que deben de señalar pendejo medio vendido
",1
"¡qué alguien salve a la gorda!
",0
"él es de esas personas que me alegran los putos días.  u.u
",0
"llevo todo el puto fin haciendo tarea y nomas no le veo fin
",0
"me acabo de chingar 6 taquitos al pastor por 24 pesitos... vas y chingas a tu madre cuais 💁
",1
"@usuario deberíamos darle el título de ""mamá luchona 2017""
",0
"en mi libro: ""cómo no valer verga en una clase el primer mes de clase"" intento explicar cómo no valer v por faltas y retardos.
",0
"buenos días agradables seguidores que no dan un puto fav 🙈
",0
"estoy a unas horas de mandarte a la mierda, prepárate. 😉
",1
" @usuario gracias cabrón qué bueno que te gustó 😋
",0
"el duro aprendizaje de ser madre
",0
"super loca por regálame de @usuario , te la rifaste mi amorrr😍👌❤
",0
"may, ya casi es navidad, y ahora si podré escuchar villancicos sin que me traten de loca 😂😂❤❤❤
",0
"chi chi chi-llen putos. 😂😂😂 #eliminatoriasrusia2018 #eliminatoriasconmebol
",1
"es que porque putas me tuviste que gustar tu, no encuentro una sola explicación, esto me tiene hasta la madre, pero me sigues gustando jajaj
",0
"minecraft -  una loca aventura mond - capitulo 2 - planes para futuro
",0
"en ningún momento se me salió el joto que llevo dentro jajaja. quedamos en comenzar a entrenar juntos.
",0
"pero la defendi como ninja saque el fuá y eso que soy bien marica
",0
"@usuario votaste a favor de la corrupción, se te olvido tu pasada de frontera sin papeles al norte ahora tenes hambre de robar hdp
",1
"si no fuera tan marica ya anduviera en carro por todos lados. 🙄🙄😭💔
",0
"no pinches putas mames. se pasan de pinches pendejos. 
",1
"tripa gorda jajajajaj
",0
"@usuario @usuario daño es irle al america, seguro eres una machorra frustrada jajaja
",1
"es alarmante la violencia hacia la comunidad gayse emiten más de 100 recomendaciones a países de américa 🏳️‍🌈
",0
